candidate,window_type,filter_mode,weight_metric,distribution_unit,group_scope,source,issue_type,observed,expected,std_residual
JWO,rolling_7d,balanced,row_count,stable_issue,candidate_window_type,youtube,media_column_summary,0.0,6.263404825737266,-2.502679529172136
JWO,rolling_7d,balanced,row_count,stable_issue,candidate_window_type,youtube,media_photo_event,5.0,10.578194816800714,-1.7150938800914803
JWO,rolling_7d,balanced,row_count,stable_issue,candidate_window_type,youtube,policy_real_estate_tax,27.0,71.5420017873101,-5.266101034053095
JWO,rolling_7d,balanced,row_count,stable_issue,candidate_window_type,youtube,policy_transport_infrastructure,14.0,29.925156389633603,-2.9111560870267903
JWO,rolling_7d,balanced,row_count,stable_issue,candidate_window_type,youtube,policy_welfare_livelihood,0.0,8.212019660411082,-2.865662167878671
JWO,rolling_7d,balanced,row_count,stable_issue,candidate_window_type,youtube,race_polling,60.0,56.231456657730114,0.5025552885060246
JWO,rolling_7d,balanced,row_count,stable_issue,candidate_window_type,youtube,regional_visit,7.0,8.490393208221626,-0.5114897803851265
JWO,rolling_7d,balanced,row_count,stable_issue,candidate_window_type,youtube,safety_accident,17.0,11.97006255585344,1.4538325024028846
JWO,rolling_7d,balanced,row_count,stable_issue,candidate_window_type,youtube,symbolic_event,4.0,6.124218051831993,-0.8583685016559873
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,administrative_notice,11.0,7.923371647509579,1.0929996538216558
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,administrative_performance,21.0,26.11111111111111,-1.0002363786819446
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,campaign_strategy,13.0,13.685823754789272,-0.18538605047846615
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,candidate_positioning,2.0,2.3409961685823757,-0.22286873491219178
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,candidate_selection,16.0,20.528735632183906,-0.9995300796995661
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,community_reaction,0.0,6.302681992337165,-2.510514288415257
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,controversy_attack_defense,15.0,13.32567049808429,0.45866583791825005
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,debate_broadcast,5.0,10.264367816091953,-1.6431610141564268
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,legal_election_rule,1.0,2.7011494252873565,-1.0350662738418266
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,media_column_summary,2.0,2.521072796934866,-0.3281751616934089
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,media_photo_event,14.0,3.421455938697318,5.719004305821732
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,policy_real_estate_tax,39.0,31.153256704980844,1.4058458981995834
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,policy_transport_infrastructure,21.0,16.20689655172414,1.1906027253439655
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,policy_welfare_livelihood,4.0,3.0613026819923372,0.5365033536245694
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,race_polling,12.0,16.20689655172414,-1.044989442388229
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,regional_visit,2.0,4.32183908045977,-1.116857643280193
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,safety_accident,9.0,6.662835249042145,0.9054402371499713
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,symbolic_event,1.0,1.260536398467433,-0.23205488225040113
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_article,administrative_notice,8.0,8.091954022988507,-0.032325409191762064
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_article,administrative_performance,31.0,26.666666666666668,0.8391463916782734
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_article,campaign_strategy,20.0,13.977011494252874,1.6110346200142478
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_article,candidate_positioning,4.0,2.3908045977011496,1.0407268085375918
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_article,candidate_selection,21.0,20.96551724137931,0.007530940414109885
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_article,community_reaction,0.0,6.436781609195402,-2.537081317024624
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_article,controversy_attack_defense,19.0,13.60919540229885,1.4612932062838326
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_article,debate_broadcast,8.0,10.482758620689655,-0.7668257811161489
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_article,legal_election_rule,3.0,2.7586206896551726,0.14532958974404483
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_article,media_column_summary,2.0,2.574712643678161,-0.358167659413283
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_article,media_photo_event,3.0,3.4942528735632186,-0.26440644526951407
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_article,policy_real_estate_tax,31.0,31.816091954022987,-0.14468239176007622
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_article,policy_transport_infrastructure,16.0,16.551724137931036,-0.13561270072416234
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_article,policy_welfare_livelihood,4.0,3.1264367816091956,0.49404841911772646
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_article,race_polling,15.0,16.551724137931036,-0.3814107207867061
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_article,regional_visit,5.0,4.413793103448276,0.2790261698269105
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_article,safety_accident,1.0,6.804597701149425,-2.2252094644345024
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_article,symbolic_event,1.0,1.2873563218390804,-0.2532627807728462
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,administrative_notice,4.0,6.026819923371647,-0.8256026096618663
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,administrative_performance,23.0,19.86111111111111,0.7043267324730379
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,campaign_strategy,5.0,10.409961685823754,-1.6767550531971591
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,candidate_positioning,1.0,1.7806513409961686,-0.5850158928577195
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,candidate_selection,10.0,15.614942528735632,-1.4209379727248863
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,community_reaction,25.0,4.7940613026819925,9.228417614754566
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,controversy_attack_defense,12.0,10.136015325670497,0.5854754755211402
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,debate_broadcast,4.0,7.807471264367816,-1.3626409528259809
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,legal_election_rule,2.0,2.0545977011494254,-0.03808999872108356
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,media_column_summary,4.0,1.917624521072797,1.5037555867657284
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,media_photo_event,1.0,2.6024904214559386,-0.9933467436256542
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,policy_real_estate_tax,12.0,23.696360153256705,-2.4027573344335136
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,policy_transport_infrastructure,16.0,12.327586206896552,1.045954001536453
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,policy_welfare_livelihood,0.0,2.328544061302682,-1.52595676914606
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,race_polling,13.0,12.327586206896552,0.1915127045066745
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,regional_visit,1.0,3.2873563218390807,-1.261567329172282
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,safety_accident,8.0,5.068007662835249,1.302399436068627
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,symbolic_event,2.0,0.9588122605363985,1.0633157726492024
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,administrative_notice,8.0,7.839080459770115,0.05747463501761608
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,administrative_performance,28.0,25.833333333333332,0.4262867932595697
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,campaign_strategy,18.0,13.540229885057471,1.211991165210429
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,candidate_positioning,1.0,2.3160919540229883,-0.8647853725771988
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,candidate_selection,23.0,20.310344827586206,0.5968125627502286
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,community_reaction,0.0,6.235632183908046,-2.4971247834075188
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,controversy_attack_defense,12.0,13.183908045977011,-0.3260587726499601
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,debate_broadcast,7.0,10.155172413793103,-0.9901008778191738
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,legal_election_rule,3.0,2.6724137931034484,0.20038894327611792
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,media_column_summary,3.0,2.4942528735632186,0.3202308611592492
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,media_photo_event,1.0,3.3850574712643677,-1.2963307566039382
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,policy_real_estate_tax,31.0,30.82183908045977,0.03209099413942811
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,policy_transport_infrastructure,18.0,16.03448275862069,0.49085066112201103
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,policy_welfare_livelihood,5.0,3.028735632183908,1.1326981424454081
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,race_polling,16.0,16.03448275862069,-0.008611415107403889
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,regional_visit,8.0,4.275862068965517,1.8010008341056893
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,safety_accident,2.0,6.591954022988506,-1.7885061844244035
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,symbolic_event,2.0,1.2471264367816093,0.6741659355611272
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,administrative_notice,5.0,7.038314176245211,-0.7683105566538045
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,administrative_performance,26.0,23.194444444444443,0.5825415213400359
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,campaign_strategy,9.0,12.157088122605364,-0.9054655301864107
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,candidate_positioning,3.0,2.0795019157088124,0.6383270175958626
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,candidate_selection,14.0,18.235632183908045,-0.9918770179637435
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,community_reaction,10.0,5.5986590038314175,1.8601287646128315
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,controversy_attack_defense,5.0,11.837164750957854,-1.9872485961023005
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,debate_broadcast,6.0,9.117816091954023,-1.0325357090545464
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,legal_election_rule,1.0,2.3994252873563218,-0.9034333148728743
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,media_column_summary,1.0,2.239463601532567,-0.8282506275037061
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,media_photo_event,0.0,3.039272030651341,-1.7433508053892484
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,policy_real_estate_tax,47.0,27.67337164750958,3.673880767199642
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,policy_transport_infrastructure,13.0,14.39655172413793,-0.36806776526416124
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,policy_welfare_livelihood,2.0,2.7193486590038316,-0.4362214242801626
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,race_polling,16.0,14.39655172413793,0.4225963230810743
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,regional_visit,5.0,3.839080459770115,0.5925002174466323
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,safety_accident,3.0,5.918582375478927,-1.1996736149223584
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,symbolic_event,1.0,1.1197318007662835,-0.11314946584812285
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,administrative_notice,8.0,7.080459770114943,0.3455731602367022
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,administrative_performance,16.0,23.333333333333332,-1.518144230553179
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,campaign_strategy,11.0,12.229885057471265,-0.35168458873323893
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,candidate_positioning,2.0,2.0919540229885056,-0.06357621470658524
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,candidate_selection,30.0,18.344827586206897,2.7212089155643207
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,community_reaction,0.0,5.632183908045977,-2.3732222626728365
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,controversy_attack_defense,11.0,11.908045977011493,-0.2631404343851498
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,debate_broadcast,27.0,9.172413793103448,5.886412948657782
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,legal_election_rule,5.0,2.413793103448276,1.6646128560692823
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,media_column_summary,2.0,2.2528735632183907,-0.168474826903082
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,media_photo_event,0.0,3.057471264367816,-1.7485626280942344
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,policy_real_estate_tax,13.0,27.839080459770116,-2.812415912941602
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,policy_transport_infrastructure,6.0,14.482758620689655,-2.2290071571002055
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,policy_welfare_livelihood,2.0,2.735632183908046,-0.44476629577523724
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,race_polling,18.0,14.482758620689655,0.9242224797732561
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,regional_visit,3.0,3.8620689655172415,-0.43866400396474786
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,safety_accident,14.0,5.954022988505747,3.2974144276121353
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,symbolic_event,0.0,1.1264367816091954,-1.0613372610104648
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,administrative_notice,36.0,38.33361372812921,-0.3769112408019858
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,administrative_performance,235.0,216.9027590847914,1.2287961151205278
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,campaign_strategy,75.0,86.10615746971736,-1.1968692861643162
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,candidate_positioning,10.0,10.016823687752355,-0.005315647633365186
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,candidate_selection,96.0,108.4513795423957,-1.1956386102506484
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,community_reaction,4.0,20.804172274562585,-3.684189025368195
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,controversy_attack_defense,60.0,70.50302826379543,-1.250865598125671
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,debate_broadcast,25.0,50.85464333781965,-3.6255445389856584
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,legal_election_rule,17.0,24.464165545087482,-1.5090931906094436
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,media_column_summary,6.0,7.12735531628533,-0.42227620723266773
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,media_photo_event,115.0,44.883075370121134,10.466019894737812
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,policy_real_estate_tax,160.0,162.0028600269179,-0.15735815616748103
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,policy_transport_infrastructure,101.0,100.74613055181696,0.025292761663056742
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,policy_welfare_livelihood,23.0,21.38206594885599,0.34989358725666275
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,race_polling,58.0,76.66722745625842,-2.131939814860794
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,regional_visit,58.0,41.99360699865411,2.4700280548891804
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,safety_accident,50.0,49.50622476446837,0.07017774357022415
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,symbolic_event,16.0,14.25471063257066,0.4622620490875042
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,administrative_notice,43.0,40.543236877523555,0.38583718026237596
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,administrative_performance,252.0,229.40545087483176,1.4917698071225562
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,campaign_strategy,105.0,91.06948183041723,1.4597579135267869
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,candidate_positioning,8.0,10.594212651413189,-0.7970236896174803
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,candidate_selection,105.0,114.70272543741588,-0.9059555158260857
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,community_reaction,3.0,22.00336473755047,-4.051221184874426
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,controversy_attack_defense,76.0,74.56695827725437,0.16595319616526286
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,debate_broadcast,29.0,53.78600269179004,-3.3796510215183964
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,legal_election_rule,26.0,25.874327052489907,0.02470627490014359
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,media_column_summary,6.0,7.538189771197847,-0.5602429314645034
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,media_photo_event,54.0,47.47022207267833,0.9477368774192649
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,policy_real_estate_tax,156.0,171.34101615074024,-1.1719887909586324
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,policy_transport_infrastructure,109.0,106.55333109017496,0.23702365331026518
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,policy_welfare_livelihood,31.0,22.614569313593538,1.7633203225074774
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,race_polling,78.0,81.08647375504711,-0.3427586164977277
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,regional_visit,57.0,44.41419919246299,1.88851281413198
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,safety_accident,55.0,52.35985868102288,0.36486141757062907
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,symbolic_event,18.0,15.076379542395694,0.7529609632358866
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,administrative_notice,14.0,13.626009421265142,0.10131559972038577
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,administrative_performance,60.0,77.09993270524899,-1.9474548681846542
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,campaign_strategy,22.0,30.607166890982505,-1.5557816976843135
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,candidate_positioning,2.0,3.560565275908479,-0.8270322843309096
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,candidate_selection,38.0,38.549966352624494,-0.08857764267143518
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,community_reaction,47.0,7.395020188425303,14.56398135479986
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,controversy_attack_defense,35.0,25.060901749663525,1.9854028309333052
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,debate_broadcast,14.0,18.07671601615074,-0.9588500426462284
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,legal_election_rule,14.0,8.695995962314939,1.7986397259119367
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,media_column_summary,7.0,2.533479138627187,2.806148826483735
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,media_photo_event,5.0,15.95407133243607,-2.7424568302815286
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,policy_real_estate_tax,37.0,57.58529609690444,-2.7126971811049554
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,policy_transport_infrastructure,45.0,35.81106998654105,1.5355228909391025
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,policy_welfare_livelihood,8.0,7.6004374158815615,0.14493241189298173
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,race_polling,29.0,27.252018842530283,0.3348400564946248
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,regional_visit,8.0,14.926985195154778,-1.7929088394407844
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,safety_accident,16.0,17.597409152086136,-0.38079549552196773
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,symbolic_event,6.0,5.066958277254374,0.4145027349050298
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,administrative_notice,48.0,43.18808882907133,0.732209920271565
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,administrative_performance,278.0,244.37079407806192,2.1512553456640684
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,campaign_strategy,107.0,97.01043068640647,1.0142325591966759
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,candidate_positioning,13.0,11.285329744279947,0.5104150690659106
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,candidate_selection,104.0,122.18539703903096,-1.6451789162446797
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,community_reaction,3.0,23.438761776581426,-4.221698841076517
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,controversy_attack_defense,102.0,79.4313593539704,2.532266467012487
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,debate_broadcast,36.0,57.29475100942126,-2.8132941828978657
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,legal_election_rule,28.0,27.562247644683715,0.08338178272481275
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,media_column_summary,5.0,8.029946164199192,-1.0692483660229604
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,media_photo_event,48.0,50.56695827725437,-0.3609818734321141
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,policy_real_estate_tax,154.0,182.5185060565276,-2.110927504296343
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,policy_transport_infrastructure,112.0,113.50437415881561,-0.1412048343200168
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,policy_welfare_livelihood,32.0,24.08983849259758,1.6116413690621645
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,race_polling,87.0,86.37617765814267,0.06712185246977552
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,regional_visit,62.0,47.31157469717362,2.1354604745850296
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,safety_accident,47.0,55.77557200538358,-1.175042074569704
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,symbolic_event,24.0,16.059892328398384,1.9813220694729088
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,administrative_notice,28.0,32.67563930013459,-0.8179541377375301
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,administrative_performance,164.0,184.88829071332435,-1.536201551684818
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,campaign_strategy,58.0,73.39703903095558,-1.7972063345797697
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,candidate_positioning,9.0,8.53835800807537,0.15798582631434885
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,candidate_selection,97.0,92.44414535666218,0.4738382911296607
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,community_reaction,48.0,17.73351278600269,7.187281130842333
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,controversy_attack_defense,41.0,60.09690444145357,-2.4634112689867194
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,debate_broadcast,26.0,43.3485868102288,-2.634975804595757
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,legal_election_rule,14.0,20.853297442799462,-1.500763339584732
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,media_column_summary,13.0,6.075370121130552,2.809378114313823
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,media_photo_event,8.0,38.258411843876175,-4.891957335529983
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,policy_real_estate_tax,260.0,138.0915208613728,10.374099448710393
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,policy_transport_infrastructure,92.0,85.87617765814267,0.6608246429882407
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,policy_welfare_livelihood,9.0,18.226110363391655,-2.1610839977359175
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,race_polling,61.0,65.35127860026918,-0.5382571981167144
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,regional_visit,21.0,35.79542395693136,-2.472940453150923
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,safety_accident,21.0,42.19919246298789,-3.26337699459197
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,symbolic_event,6.0,12.150740242261104,-1.7645176952489985
