issue_type,weight_sum_JWO,share_JWO,total_weight_JWO,ci_low_JWO,ci_high_JWO,n_issue_rows_JWO,n_boot_JWO,candidate_JWO,source,window_type,weight_metric,filter_mode,grouping_JWO,source_scope,weight_sum_OSH,share_OSH,total_weight_OSH,ci_low_OSH,ci_high_OSH,n_issue_rows_OSH,n_boot_OSH,candidate_OSH,grouping_OSH,share_diff,share_diff_ci_low_conservative,share_diff_ci_high_conservative,candidate_a,candidate_b
media_column_summary,287.69314718055995,0.07300446826913252,3940.7608054889606,0.053563484346490435,0.09495794517642744,813,300,JWO,daum_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source,237.0,0.052731503907995775,4494.466920828011,0.03876292185203657,0.06816282402639832,1135,300,OSH,candidate+source+window_type,0.02027296436113675,-0.01459933967990789,0.05619502332439087,JWO,OSH
media_photo_event,12.0,0.00304509727748144,3940.7608054889606,0.0007056444325897698,0.006373891453455869,813,300,JWO,daum_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source,20.0,0.004449915941603019,4494.466920828011,0.0016493546360945134,0.007836486951597483,1135,300,OSH,candidate+source+window_type,-0.0014048186641215793,-0.007130842519007714,0.004724536817361355,JWO,OSH
policy_real_estate_tax,97.0,0.024614536326308306,3940.7608054889606,0.016239652562358986,0.03487719062631681,813,300,JWO,daum_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source,199.49306144334054,0.04438636771779558,4494.466920828011,0.03454694931123247,0.05493980367744182,1135,300,OSH,candidate+source+window_type,-0.019771831391487277,-0.038700151115082834,0.0003302413150843425,JWO,OSH
policy_transport_infrastructure,183.47664925007902,0.046558687092736056,3940.7608054889606,0.02510556600944967,0.08236266181847916,813,300,JWO,daum_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source,239.7725887222398,0.053348393245725954,4494.466920828011,0.041607212192507216,0.06536350276868692,1135,300,OSH,candidate+source+window_type,-0.006789706152989898,-0.04025793675923725,0.04075544962597195,JWO,OSH
policy_welfare_livelihood,52.0,0.013195421535752906,3940.7608054889606,0.006486717418029026,0.020081393509802217,813,300,JWO,daum_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source,84.0,0.01868964695473268,4494.466920828011,0.012018299404338791,0.024882964452109912,1135,300,OSH,candidate+source+window_type,-0.005494225418979773,-0.01839624703408089,0.008063094105463426,JWO,OSH
race_polling,330.31776616671937,0.08382081087150234,3940.7608054889606,0.05165087668357051,0.12332720771158065,813,300,JWO,daum_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source,231.53972077083992,0.05151661472862361,4494.466920828011,0.039186827591825554,0.06669084690350272,1135,300,OSH,candidate+source+window_type,0.03230419614287873,-0.015039970219932204,0.0841403801197551,JWO,OSH
regional_visit,14.0,0.0035526134903950133,3940.7608054889606,0.0014497764444885526,0.006353005634556597,813,300,JWO,daum_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source,37.0,0.008232344491965585,4494.466920828011,0.005079201711125711,0.012462846952299694,1135,300,OSH,candidate+source+window_type,-0.004679731001570572,-0.01101307050781114,0.001273803923430886,JWO,OSH
safety_accident,115.61916231251976,0.029339299698544884,3940.7608054889606,0.015280379609177103,0.04532449739828141,813,300,JWO,daum_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source,65.6246189861594,0.014601201909406744,4494.466920828011,0.009927170457419452,0.020172820903146715,1135,300,OSH,candidate+source+window_type,0.01473809778913814,-0.004892441293969612,0.035397326940861965,JWO,OSH
symbolic_event,42.0,0.010657840471185039,3940.7608054889606,0.00584210954290712,0.017265152523029917,813,300,JWO,daum_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source,67.0,0.014907218404370114,4494.466920828011,0.008706531420160209,0.022959473330917336,1135,300,OSH,candidate+source+window_type,-0.004249377933185075,-0.017117363788010216,0.008558621102869708,JWO,OSH
administrative_notice,15.0,0.007348717243572986,2041.172561526795,0.001462030369063036,0.013904182669120838,824,300,JWO,daum_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source,54.83773044716594,0.023127284358330287,2371.1270894377085,0.013392232590443094,0.03286478155435459,1035,300,OSH,candidate+source+window_type,-0.0157785671147573,-0.03140275118529156,0.0005119500786777437,JWO,OSH
administrative_performance,310.9395239929956,0.1523337761117135,2041.172561526795,0.12638030870433833,0.18187082485146205,824,300,JWO,daum_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source,242.70406052783923,0.10235809864809664,2371.1270894377085,0.08363425090687418,0.1196763068482807,1035,300,OSH,candidate+source+window_type,0.04997567746361686,0.006704001856057629,0.09823657394458787,JWO,OSH
campaign_strategy,102.85203026391962,0.05038869922246378,2041.172561526795,0.0312989746976982,0.07045949578034105,824,300,JWO,daum_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source,92.85203026391962,0.03915944897156003,2371.1270894377085,0.02811898358530861,0.05402523927313961,1035,300,OSH,candidate+source+window_type,0.011229250250903745,-0.022726264575441413,0.042340512195032445,JWO,OSH
candidate_positioning,166.19722457733621,0.0814224273390295,2041.172561526795,0.05122574907546245,0.115708874642205,824,300,JWO,daum_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source,9.0,0.0037956632692068264,2371.1270894377085,0.0016552068644043545,0.0064922503830984815,1035,300,OSH,candidate+source+window_type,0.07762676406982268,0.04473349869236397,0.11405366777780064,JWO,OSH
candidate_selection,187.9291256105743,0.09206920039626806,2041.172561526795,0.06767431699381932,0.11401294971721711,824,300,JWO,daum_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source,195.6094379124341,0.08249639539937993,2371.1270894377085,0.06537214424442615,0.10374120324926331,1035,300,OSH,candidate+source+window_type,0.009572804996888132,-0.03606688625544399,0.048640805472790954,JWO,OSH
community_reaction,281.18758790076384,0.1377578717256692,2041.172561526795,0.11182298062379693,0.16731889255661025,824,300,JWO,daum_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source,604.483106925398,0.25493492509030624,2371.1270894377085,0.213776935193011,0.29159369051859424,1035,300,OSH,candidate+source+window_type,-0.11717705336463705,-0.17977070989479732,-0.04645804263640074,JWO,OSH
controversy_attack_defense,232.87971378245408,0.11409114455676411,2041.172561526795,0.08431465045587205,0.14248542914749404,824,300,JWO,daum_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source,226.85748693755926,0.09567495894594012,2371.1270894377085,0.07483397905301863,0.1182859697618557,1035,300,OSH,candidate+source+window_type,0.01841618561082399,-0.03397131930598364,0.06765145009447542,JWO,OSH
debate_broadcast,48.6094379124341,0.02381446763916633,2041.172561526795,0.013928344782851453,0.034146980091679914,824,300,JWO,daum_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source,78.39434654851601,0.03306206018974146,2371.1270894377085,0.020812355132142524,0.04463690691899859,1035,300,OSH,candidate+source+window_type,-0.009247592550575133,-0.030708562136147137,0.01333462495953739,JWO,OSH
legal_election_rule,97.55609079175885,0.047794141774464664,2041.172561526795,0.03198421369731262,0.06951004703861298,824,300,JWO,daum_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source,32.0,0.013495691623846494,2371.1270894377085,0.00601564176792865,0.02422859992375131,1035,300,OSH,candidate+source+window_type,0.03429845015061817,0.00775561377356131,0.06349440527068433,JWO,OSH
media_column_summary,175.15888308335968,0.08581287363197798,2041.172561526795,0.06613495022708278,0.10454072517629807,824,300,JWO,daum_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source,118.0,0.04976536286293395,2371.1270894377085,0.035179263605408316,0.06653210930588443,1035,300,OSH,candidate+source+window_type,0.036047510769044035,-0.0003971590788016538,0.06936146157088977,JWO,OSH
media_photo_event,12.0,0.005878973794858388,2041.172561526795,0.001437238085561961,0.01198328219594884,824,300,JWO,daum_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source,32.0,0.013495691623846494,2371.1270894377085,0.005149041411230274,0.022933262995683396,1035,300,OSH,candidate+source+window_type,-0.007616717828988106,-0.021496024910121436,0.006834240784718566,JWO,OSH
policy_real_estate_tax,116.0,0.05683008001696442,2041.172561526795,0.04021749237020424,0.07216435262158123,824,300,JWO,daum_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source,157.69028602067678,0.06650435850660018,2371.1270894377085,0.05155851500666998,0.0813821310914326,1035,300,OSH,candidate+source+window_type,-0.009674278489635757,-0.04116463872122835,0.02060583761491125,JWO,OSH
policy_transport_infrastructure,62.6246189861594,0.030680707827718517,2041.172561526795,0.02012651686338892,0.042714720406244015,824,300,JWO,daum_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source,200.69314718055995,0.08464040079275233,2371.1270894377085,0.06827745231543424,0.10087138146508536,1035,300,OSH,candidate+source+window_type,-0.053959692965033806,-0.08074486460169644,-0.02556273190919022,JWO,OSH
policy_welfare_livelihood,39.0,0.019106664833289762,2041.172561526795,0.009665559560198857,0.031195966444734657,824,300,JWO,daum_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source,32.0,0.013495691623846494,2371.1270894377085,0.006304048965841946,0.02195352821913497,1035,300,OSH,candidate+source+window_type,0.005610973209443268,-0.012287968658936114,0.02489191747889271,JWO,OSH
race_polling,124.23832462503951,0.06086615456564307,2041.172561526795,0.046837848113046865,0.07955021627359625,824,300,JWO,daum_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source,140.84657359027997,0.05940068510780688,2371.1270894377085,0.046022523426054174,0.07412431520850125,1035,300,OSH,candidate+source+window_type,0.0014654694578361896,-0.02728646709545439,0.033527692847542076,JWO,OSH
regional_visit,13.0,0.006368888277763254,2041.172561526795,0.0019454455793176276,0.011886750848271945,824,300,JWO,daum_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source,38.0,0.016026133803317712,2371.1270894377085,0.009123830967762075,0.024347736056888208,1035,300,OSH,candidate+source+window_type,-0.00965724552555446,-0.02240229047757058,0.0027629198805098707,JWO,OSH
safety_accident,26.0,0.012737776555526508,2041.172561526795,0.0037208713832532093,0.022601964282369266,824,300,JWO,daum_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source,63.15888308335967,0.02663665029373741,2371.1270894377085,0.01786327593911537,0.036133371879677155,1035,300,OSH,candidate+source+window_type,-0.013898873738210903,-0.03241250049642395,0.004738688343253895,JWO,OSH
symbolic_event,30.0,0.014697434487145972,2041.172561526795,0.00581669252511783,0.02498699540102528,824,300,JWO,daum_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source,52.0,0.021930498888750552,2371.1270894377085,0.012604925020945698,0.03244990323333652,1035,300,OSH,candidate+source+window_type,-0.00723306440160458,-0.02663321070821869,0.012382070380079583,JWO,OSH
administrative_notice,103.63833305950803,0.01753046034655951,5911.900258788575,0.005016272932794329,0.035170861986404706,214,300,JWO,naver_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source,652.1588830833597,0.08029385771585944,8122.151577162881,0.0380899307297566,0.1441575367922432,209,300,OSH,candidate+source+window_type,-0.06276339736929992,-0.13914126385944886,-0.0029190687433518978,JWO,OSH
administrative_performance,1358.808129490147,0.2298428711597689,5911.900258788575,0.16520713982942206,0.2942709502614948,214,300,JWO,naver_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source,1032.8477625374735,0.12716430526137185,8122.151577162881,0.0690212443197725,0.1814237092705991,209,300,OSH,candidate+source+window_type,0.10267856589839705,-0.016216569441177026,0.2252497059417223,JWO,OSH
campaign_strategy,380.46573590279974,0.06435591252359221,5911.900258788575,0.02978964318885488,0.1018159588148891,214,300,JWO,naver_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source,642.3622886044427,0.07908770016193467,8122.151577162881,0.04494662000692754,0.11560712474927151,209,300,OSH,candidate+source+window_type,-0.014731787638342458,-0.08581748156041663,0.05686933880796156,JWO,OSH
candidate_positioning,386.77901795884054,0.06542380639522098,5911.900258788575,0.032582561121292146,0.1023669457017616,214,300,JWO,naver_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source,199.7677037459756,0.024595416848371073,8122.151577162881,0.004471657971114319,0.04964709577600985,209,300,OSH,candidate+source+window_type,0.040828389546849905,-0.017064534654717703,0.09789528773064728,JWO,OSH
candidate_selection,739.8906731350185,0.12515276658044153,5911.900258788575,0.07795509669932257,0.17470125913962475,214,300,JWO,naver_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source,919.781125390634,0.1132435311816625,8122.151577162881,0.06692528677977991,0.16540218673361806,209,300,OSH,candidate+source+window_type,0.011909235398779028,-0.08744709003429549,0.10777597235984485,JWO,OSH
controversy_attack_defense,850.1835105039876,0.1438088386623426,5911.900258788575,0.09232974655585965,0.19877128361440977,214,300,JWO,naver_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source,925.5948362690142,0.11395931576449726,8122.151577162881,0.07502132868434218,0.15539514532088494,209,300,OSH,candidate+source+window_type,0.02984952289784533,-0.06306539876502529,0.12374995493006759,JWO,OSH
debate_broadcast,78.3862943611199,0.013259069153711037,5911.900258788575,0.002217839859603143,0.03203121465145402,214,300,JWO,naver_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source,158.07944154167984,0.019462754424105194,8122.151577162881,0.003908984641386343,0.03808677097759603,209,300,OSH,candidate+source+window_type,-0.006203685270394157,-0.035868931117992886,0.028122230010067674,JWO,OSH
legal_election_rule,178.8712010109079,0.030256126318267913,5911.900258788575,0.009673672426793439,0.057926917767089484,214,300,JWO,naver_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source,82.3862943611199,0.010143407640010819,8122.151577162881,0.0,0.02503776568562639,209,300,OSH,candidate+source+window_type,0.020112718678257095,-0.01536409325883295,0.057926917767089484,JWO,OSH
media_column_summary,10.0,0.0016915035034858875,5911.900258788575,0.0,0.006925745106513611,214,300,JWO,naver_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source,180.0,0.02216161546481199,8122.151577162881,0.004105859848390701,0.043663208238855375,209,300,OSH,candidate+source+window_type,-0.0204701119613261,-0.043663208238855375,0.0028198852581229096,JWO,OSH
media_photo_event,108.992295516308,0.01843608497188042,5911.900258788575,0.005792467579871876,0.03296709927758856,214,300,JWO,naver_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source,52.699537429556045,0.006488371576040487,8122.151577162881,0.0,0.01740437613014088,209,300,OSH,candidate+source+window_type,0.011947713395839932,-0.011611908550269005,0.03296709927758856,JWO,OSH
policy_real_estate_tax,495.46573590279974,0.08380820281367993,5911.900258788575,0.03145210751293778,0.13684481025996048,214,300,JWO,naver_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source,1109.2560322045936,0.1365716979874517,8122.151577162881,0.08578277925410495,0.18564749804935288,209,300,OSH,candidate+source+window_type,-0.05276349517377177,-0.1541953905364151,0.05106203100585553,JWO,OSH
policy_transport_infrastructure,364.935358872706,0.06172894380790619,5911.900258788575,0.029986600441386957,0.0951867885902812,214,300,JWO,naver_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source,1027.024627420628,0.12644736036548757,8122.151577162881,0.06983783438134072,0.19009383350566517,209,300,OSH,candidate+source+window_type,-0.06471841655758137,-0.1601072330642782,0.02534895420894047,JWO,OSH
policy_welfare_livelihood,46.386294361119894,0.007846257942556197,5911.900258788575,0.0,0.016931346683896585,214,300,JWO,naver_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source,195.7725887222398,0.024103537943405928,8122.151577162881,0.004232050792488681,0.05564835506700835,209,300,OSH,candidate+source+window_type,-0.01625728000084973,-0.05564835506700835,0.012699295891407905,JWO,OSH
race_polling,582.1588830833597,0.09847237903209341,5911.900258788575,0.06001871821076143,0.13827153956801955,214,300,JWO,naver_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source,624.816386889856,0.07692744723536768,8122.151577162881,0.03726807325838655,0.12396102874204215,209,300,OSH,candidate+source+window_type,0.02154493179672573,-0.06394231053128072,0.101003466309633,JWO,OSH
regional_visit,31.0,0.005243660860806252,5911.900258788575,0.0,0.020943188707898554,214,300,JWO,naver_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source,165.63833305950803,0.020393405797207068,8122.151577162881,0.006704951488525032,0.041506758119381926,209,300,OSH,candidate+source+window_type,-0.015149744936400816,-0.041506758119381926,0.014238237219373522,JWO,OSH
safety_accident,173.93879562995198,0.029421808220017956,5911.900258788575,0.006575101417471408,0.060624806813577424,214,300,JWO,naver_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source,98.73286795139985,0.012155999184872129,8122.151577162881,0.0,0.03150524239554734,209,300,OSH,candidate+source+window_type,0.017265809035145827,-0.024930140978075933,0.060624806813577424,JWO,OSH
symbolic_event,22.0,0.0037213077076689526,5911.900258788575,0.0,0.011562512411952709,214,300,JWO,naver_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source,31.232867951399864,0.0038453933855676333,8122.151577162881,0.0,0.011906847425124645,209,300,OSH,candidate+source+window_type,-0.00012408567789868067,-0.011906847425124645,0.011562512411952709,JWO,OSH
administrative_notice,218.5811412989567,0.019055314755148964,11470.875401829486,0.011588439071357237,0.026920254238711496,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source,1105.6965381396121,0.060392232960823584,18308.58843813371,0.043721109824781904,0.07751716382375286,1378,300,OSH,candidate+source+window_type,-0.041336918205674616,-0.06592872475239563,-0.016800855586070407,JWO,OSH
administrative_performance,1666.2681060031275,0.14526076237715693,11470.875401829486,0.12128728523026391,0.17155025680950592,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source,2766.073911713525,0.15108067566543024,18308.58843813371,0.12944978822804545,0.17622408483083735,1378,300,OSH,candidate+source+window_type,-0.005819913288273304,-0.05493679960057343,0.042100468581460465,JWO,OSH
campaign_strategy,1098.1608037344222,0.09573469898899581,11470.875401829486,0.07111487666635671,0.11872299550576178,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source,1643.643002836315,0.0897744251770324,18308.58843813371,0.07252272622723939,0.11075704944597674,1378,300,OSH,candidate+source+window_type,0.005960273811963415,-0.039642172779620025,0.04620026927852239,JWO,OSH
candidate_positioning,223.9746216505225,0.01952550383511278,11470.875401829486,0.011273199286052122,0.026512142505446246,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source,237.85203026391963,0.012991281718284403,18308.58843813371,0.005864474076451463,0.02141232081006904,1378,300,OSH,candidate+source+window_type,0.006534222116828378,-0.01013912152401692,0.020647668428994785,JWO,OSH
candidate_selection,1256.4689725321325,0.10953557845565463,11470.875401829486,0.08630658564821977,0.1331205641421341,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source,1621.5712600150678,0.0885688847883875,18308.58843813371,0.06856373982655253,0.10889321022100631,1378,300,OSH,candidate+source+window_type,0.02096669366726714,-0.02258662457278654,0.06455682431558157,JWO,OSH
community_reaction,5.0,0.0004358865234646827,11470.875401829486,0.0,0.0014312092196242963,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source,37.0,0.0020209094832748125,18308.58843813371,0.0,0.004907395244476709,1378,300,OSH,candidate+source+window_type,-0.0015850229598101298,-0.004907395244476709,0.0014312092196242963,JWO,OSH
controversy_attack_defense,1144.734144622107,0.0997948373181295,11470.875401829486,0.07620935908626209,0.12396167410020188,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source,1552.3608254370085,0.08478866793486395,18308.58843813371,0.06706181465825194,0.10233775578175809,1378,300,OSH,candidate+source+window_type,0.015006169383265558,-0.026128396695496006,0.056899859441949946,JWO,OSH
debate_broadcast,358.63621989783786,0.031264939015956804,11470.875401829486,0.018184707075816695,0.0469547657437003,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source,623.1168199440636,0.03403412677332438,18308.58843813371,0.02276740742248688,0.046973133024017094,1378,300,OSH,candidate+source+window_type,-0.0027691877573675777,-0.0287884259482004,0.02418735832121342,JWO,OSH
legal_election_rule,233.43554920237574,0.02035028199897849,11470.875401829486,0.010839226150998072,0.032465862820880015,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source,294.7332807491521,0.016098088705477274,18308.58843813371,0.009295421759908246,0.024357892373678188,1378,300,OSH,candidate+source+window_type,0.004252193293501218,-0.013518666222680116,0.02317044106097177,JWO,OSH
media_column_summary,15.0,0.0013076595703940483,11470.875401829486,8.459966368606634e-05,0.003727031125112415,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source,393.5397207708399,0.02149481496624627,18308.58843813371,0.013141201458991593,0.032523801239175594,1378,300,OSH,candidate+source+window_type,-0.020187155395852224,-0.032439201575489525,-0.009414170333879177,JWO,OSH
media_photo_event,782.2360727881065,0.06819323245925485,11470.875401829486,0.051446823123224475,0.08630247605294124,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source,1182.9290083945514,0.06461060678663295,18308.58843813371,0.05061330229191653,0.08098625132086328,1378,300,OSH,candidate+source+window_type,0.0035826256726218947,-0.0295394281976388,0.035689173761024706,JWO,OSH
policy_real_estate_tax,1362.9653591428116,0.11881964639991058,11470.875401829486,0.0940435199293202,0.1447571846836637,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source,2136.021724088402,0.1166677448294937,18308.58843813371,0.09514753158246131,0.13743492840269733,1378,300,OSH,candidate+source+window_type,0.002151901570416878,-0.043391408473377135,0.04960965310120238,JWO,OSH
policy_transport_infrastructure,935.5581294901469,0.08155943611251633,11470.875401829486,0.05927494127667961,0.10450154270635484,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source,1571.4435368157106,0.0858309498913995,18308.58843813371,0.06715967575662013,0.10345447356309669,1378,300,OSH,candidate+source+window_type,-0.004271513778883171,-0.04417953228641708,0.03734186694973471,JWO,OSH
policy_welfare_livelihood,165.3123094930797,0.014411481574171237,11470.875401829486,0.007835198357171913,0.025269570712029347,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source,273.36916231251973,0.014931198177088179,18308.58843813371,0.007455692390356346,0.02275833845837078,1378,300,OSH,candidate+source+window_type,-0.000519716602916942,-0.014923140101198865,0.017813878321673,JWO,OSH
race_polling,878.2693422946635,0.07656515405568685,11470.875401829486,0.05788108343759732,0.09907337427759762,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source,1318.1211110249317,0.0719946879290545,18308.58843813371,0.05214811450230338,0.08709384975633293,1378,300,OSH,candidate+source+window_type,0.004570466126632353,-0.02921276631873561,0.046925259775294235,JWO,OSH
regional_visit,427.0595507002072,0.037229900573420543,11470.875401829486,0.024105727022855405,0.050110107447419665,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source,597.4951116266034,0.03263469019720393,18308.58843813371,0.02328317762923722,0.04418870495283476,1378,300,OSH,candidate+source+window_type,0.004595210376216616,-0.020082977929979352,0.026826929818182445,JWO,OSH
safety_accident,589.1166570199881,0.0513576023087157,11470.875401829486,0.032288989551201505,0.07469138312193738,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source,844.6684171537756,0.046135092282399745,18308.58843813371,0.03335271326661706,0.06236734233900889,1378,300,OSH,candidate+source+window_type,0.005222510026315956,-0.030078352787807384,0.041338669855320316,JWO,OSH
symbolic_event,110.09842195899837,0.009598083677331096,11470.875401829486,0.004481324382112312,0.016625865871529876,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source,108.95297684770956,0.005950921733582631,18308.58843813371,0.0021287542559626465,0.010862447100874263,1378,300,OSH,candidate+source+window_type,0.003647161943748465,-0.0063811227187619505,0.01449711161556723,JWO,OSH
administrative_notice,746.1012682362384,0.013266588481102992,56239.12050177704,0.007553467254585851,0.018663775144315595,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source,4580.673788664101,0.06796041936473922,67402.08243977893,0.05519845562184656,0.08214587845868773,1459,300,OSH,candidate+source+window_type,-0.054693830883636226,-0.07459241120410189,-0.036534680477530966,JWO,OSH
administrative_performance,13506.364236528556,0.2401595920423717,56239.12050177704,0.20894112849767346,0.26873832658591457,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source,7866.794752314234,0.11671441693723486,67402.08243977893,0.09571985292163199,0.13742618738647597,1459,300,OSH,candidate+source+window_type,0.12344517510513683,0.0715149411111975,0.17301847366428258,JWO,OSH
campaign_strategy,3319.7834221406038,0.059029789095576365,56239.12050177704,0.04539892288057163,0.07215181308434812,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source,6070.246577805862,0.09006022303879685,67402.08243977893,0.07548283764037778,0.10768259379109581,1459,300,OSH,candidate+source+window_type,-0.031030433943220484,-0.062283670910524176,-0.0033310245560296547,JWO,OSH
candidate_positioning,3228.3109959998337,0.05740329804584739,56239.12050177704,0.04654948329587115,0.07053146895956104,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source,1135.904040022681,0.016852654976017487,67402.08243977893,0.01019163656378694,0.023841020423932626,1459,300,OSH,candidate+source+window_type,0.0405506430698299,0.022708462871938524,0.060339832395774104,JWO,OSH
candidate_selection,7898.164860770797,0.1404389825143377,56239.12050177704,0.11884886434214371,0.16314695789081238,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source,7077.337746309907,0.10500176686133142,67402.08243977893,0.08793556622527407,0.12215645580306156,1459,300,OSH,candidate+source+window_type,0.03543721565300628,-0.003307591460917844,0.07521139166553831,JWO,OSH
controversy_attack_defense,7300.612322862047,0.12981377122765217,56239.12050177704,0.11116052230285098,0.15144180857871262,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source,8938.535551922614,0.13261512446457183,67402.08243977893,0.11478514404946154,0.14783343244547364,1459,300,OSH,candidate+source+window_type,-0.002801353236919657,-0.03667291014262267,0.03665666452925108,JWO,OSH
debate_broadcast,1521.8700414748107,0.0270607013035832,56239.12050177704,0.019225226066424187,0.03747571708593084,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source,1777.1582686097681,0.026366518722883498,67402.08243977893,0.017841362783733536,0.036162580349829124,1459,300,OSH,candidate+source+window_type,0.0006941825806997017,-0.016937354283404937,0.0196343543021973,JWO,OSH
legal_election_rule,1203.3264317039464,0.021396608285613638,56239.12050177704,0.015005067935974708,0.028667633458749956,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source,1033.8992127421498,0.015339276997352382,67402.08243977893,0.010271610547894027,0.02087440831641843,1459,300,OSH,candidate+source+window_type,0.006057331288261256,-0.005869340380443722,0.01839602291085593,JWO,OSH
media_column_summary,267.84657359028,0.004762638021371913,56239.12050177704,0.0004297816349255482,0.012151684119080826,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source,2940.134924993303,0.0436208321548551,67402.08243977893,0.02951306582734908,0.058573210861580294,1459,300,OSH,candidate+source+window_type,-0.03885819413348319,-0.05814342922665475,-0.01736138170826825,JWO,OSH
