issue_type,weight_sum,share,total_weight,ci_low,ci_high,n_issue_rows,n_boot,candidate,source,window_type,weight_metric,filter_mode,grouping,source_scope
policy_welfare_livelihood,165.3123094930797,0.014411481574171237,11470.875401829486,0.007835198357171913,0.025269570712029347,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source
race_polling,878.2693422946635,0.07656515405568685,11470.875401829486,0.05788108343759732,0.09907337427759762,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source
regional_visit,427.0595507002072,0.037229900573420543,11470.875401829486,0.024105727022855405,0.050110107447419665,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source
safety_accident,589.1166570199881,0.0513576023087157,11470.875401829486,0.032288989551201505,0.07469138312193738,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source
symbolic_event,110.09842195899837,0.009598083677331096,11470.875401829486,0.004481324382112312,0.016625865871529876,1373,300,JWO,naver_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source
administrative_notice,746.1012682362384,0.013266588481102992,56239.12050177704,0.007553467254585851,0.018663775144315595,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
administrative_performance,13506.364236528556,0.2401595920423717,56239.12050177704,0.20894112849767346,0.26873832658591457,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
campaign_strategy,3319.7834221406038,0.059029789095576365,56239.12050177704,0.04539892288057163,0.07215181308434812,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
candidate_positioning,3228.3109959998337,0.05740329804584739,56239.12050177704,0.04654948329587115,0.07053146895956104,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
candidate_selection,7898.164860770797,0.1404389825143377,56239.12050177704,0.11884886434214371,0.16314695789081238,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
community_reaction,201.93147180559947,0.0035905872994443228,56239.12050177704,0.00134511663779876,0.0065638876689960894,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
controversy_attack_defense,7300.612322862047,0.12981377122765217,56239.12050177704,0.11116052230285098,0.15144180857871262,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
debate_broadcast,1521.8700414748107,0.0270607013035832,56239.12050177704,0.019225226066424187,0.03747571708593084,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
legal_election_rule,1203.3264317039464,0.021396608285613638,56239.12050177704,0.015005067935974708,0.028667633458749956,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
media_column_summary,267.84657359028,0.004762638021371913,56239.12050177704,0.0004297816349255482,0.012151684119080826,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
media_photo_event,617.6825071326172,0.010983146635678624,56239.12050177704,0.00490947523453191,0.018736719533122448,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
policy_real_estate_tax,4998.085293824333,0.08887203870242608,56239.12050177704,0.07170400601497956,0.1047395514848624,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
policy_transport_infrastructure,4125.92388267403,0.0733639474775154,56239.12050177704,0.05529616812711146,0.09371354956411757,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
policy_welfare_livelihood,403.4915522706213,0.007174570808906441,56239.12050177704,0.0032736572585533637,0.012085464108302954,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
race_polling,4988.640099556276,0.08870409165446756,56239.12050177704,0.07460146053431906,0.10413375248609082,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
regional_visit,558.7980244307219,0.0099361088766149,56239.12050177704,0.005053235713908014,0.016660552367126616,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
safety_accident,1287.1960522286292,0.022887912199621906,56239.12050177704,0.01288726253424557,0.03737236756912621,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
symbolic_event,64.99146454710798,0.0011556273278678741,56239.12050177704,0.0,0.0029511190813612848,1480,300,JWO,naver_article,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
administrative_notice,532.8026728165073,0.013171153411254405,40452.241058952466,0.007469155525854217,0.020325733305133327,1480,300,JWO,naver_article,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
administrative_performance,8473.38223551876,0.20946632408252003,40452.241058952466,0.18706478819490197,0.23550735924143892,1480,300,JWO,naver_article,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
campaign_strategy,2613.5559881856025,0.06460843502778439,40452.241058952466,0.049560106830508564,0.08262532745336673,1480,300,JWO,naver_article,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
candidate_positioning,1941.8798987987154,0.048004260035154685,40452.241058952466,0.03958172387450155,0.059368553224426766,1480,300,JWO,naver_article,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
candidate_selection,5431.658391543523,0.1342733616075257,40452.241058952466,0.11316530018703316,0.15417145299009088,1480,300,JWO,naver_article,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
community_reaction,38.69314718055995,0.0009565143034763159,40452.241058952466,0.0,0.0025660965679273878,1480,300,JWO,naver_article,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
controversy_attack_defense,5364.82159617884,0.13262112198828485,40452.241058952466,0.11679567464444414,0.15085992135624365,1480,300,JWO,naver_article,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
debate_broadcast,1230.0848982153195,0.030408325126478748,40452.241058952466,0.021760655950438933,0.04015885486834509,1480,300,JWO,naver_article,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
legal_election_rule,932.9121984524547,0.023062064647861886,40452.241058952466,0.01547147822863423,0.03223725662059335,1480,300,JWO,naver_article,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
media_column_summary,123.3862943611199,0.003050172033270165,40452.241058952466,0.0008093240869821088,0.005899419690671807,1480,300,JWO,naver_article,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
media_photo_event,796.3735988124072,0.01968676093005142,40452.241058952466,0.01361048570649826,0.026123570115155165,1480,300,JWO,naver_article,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
policy_real_estate_tax,4506.278285885073,0.11139749412938374,40452.241058952466,0.09310789277001665,0.13075612502635037,1480,300,JWO,naver_article,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
policy_transport_infrastructure,2263.608600501887,0.05595755738731634,40452.241058952466,0.04064953154327076,0.06933335332041142,1480,300,JWO,naver_article,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
policy_welfare_livelihood,779.2546946459585,0.019263572900950612,40452.241058952466,0.01176157985386481,0.025825222074108634,1480,300,JWO,naver_article,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
race_polling,3932.50792229154,0.09721359853859664,40452.241058952466,0.07949551373419192,0.11597623057071844,1480,300,JWO,naver_article,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
regional_visit,345.43887945411393,0.008539425020994357,40452.241058952466,0.0038216699423782156,0.014551162706530781,1480,300,JWO,naver_article,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
safety_accident,910.601756110088,0.022510539151169306,40452.241058952466,0.014465078196829547,0.03195516047705626,1480,300,JWO,naver_article,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
symbolic_event,235.0,0.005809319677926528,40452.241058952466,0.002445470703673051,0.011074707836882906,1480,300,JWO,naver_article,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
administrative_notice,60.0,0.03044662229664052,1970.6619478319078,0.0,0.08805825965882992,148,300,JWO,naver_blog_cafe,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
administrative_performance,281.785369220232,0.14299021175612994,1970.6619478319078,0.07280978940938469,0.21783934064753413,148,300,JWO,naver_blog_cafe,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
campaign_strategy,22.0,0.01116376150876819,1970.6619478319078,0.0,0.03253102596492717,148,300,JWO,naver_blog_cafe,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
candidate_positioning,57.079441541679834,0.028964603292044973,1970.6619478319078,0.0018721695052557157,0.06600352858576033,148,300,JWO,naver_blog_cafe,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
candidate_selection,257.92601513195984,0.13088293272000615,1970.6619478319078,0.06375511617572857,0.2124836122520637,148,300,JWO,naver_blog_cafe,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
community_reaction,51.386294361119894,0.0260756515939501,1970.6619478319078,0.008952472870291769,0.05168838457537433,148,300,JWO,naver_blog_cafe,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
controversy_attack_defense,215.484906649788,0.10934645938988227,1970.6619478319078,0.05146683292770334,0.1796761509575609,148,300,JWO,naver_blog_cafe,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
debate_broadcast,184.0,0.0933696417096976,1970.6619478319078,0.025707573024664896,0.173841346617343,148,300,JWO,naver_blog_cafe,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
legal_election_rule,76.0,0.03856572157574466,1970.6619478319078,0.0010404760047924122,0.09667092660342723,148,300,JWO,naver_blog_cafe,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
media_column_summary,2.0,0.0010148874098880173,1970.6619478319078,0.0,0.0037092601981588433,148,300,JWO,naver_blog_cafe,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
media_photo_event,2.8465735902799727,0.0014444758490474378,1970.6619478319078,0.0,0.0045937536179208515,148,300,JWO,naver_blog_cafe,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
policy_real_estate_tax,406.92601513195984,0.20649204475666344,1970.6619478319078,0.12087693399902667,0.3033022481776011,148,300,JWO,naver_blog_cafe,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
policy_transport_infrastructure,134.1730398146367,0.06808526442713923,1970.6619478319078,0.018219569461041835,0.12868605758565616,148,300,JWO,naver_blog_cafe,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
race_polling,120.2625329210237,0.06102646527139508,1970.6619478319078,0.025435097913877346,0.10743294820890192,148,300,JWO,naver_blog_cafe,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
regional_visit,24.791759469228055,0.012580422277145793,1970.6619478319078,0.0,0.030877677802624664,148,300,JWO,naver_blog_cafe,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
safety_accident,43.0,0.02182007931259237,1970.6619478319078,0.0,0.060543748829485995,148,300,JWO,naver_blog_cafe,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
symbolic_event,31.0,0.015730754853264268,1970.6619478319078,0.0,0.04683408524718756,148,300,JWO,naver_blog_cafe,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
administrative_notice,11.0,0.0077576286181417166,1417.9590879454822,0.0013794909588825614,0.015251735446117735,864,300,JWO,naver_blog_cafe,daily,doc_count_weighted,balanced,candidate+source+window_type,source
administrative_performance,281.46573590279974,0.19850060435144343,1417.9590879454822,0.17184429216777655,0.22809365914104812,864,300,JWO,naver_blog_cafe,daily,doc_count_weighted,balanced,candidate+source+window_type,source
campaign_strategy,69.69314718055995,0.04915032300511587,1417.9590879454822,0.032737558459246176,0.06384248377230207,864,300,JWO,naver_blog_cafe,daily,doc_count_weighted,balanced,candidate+source+window_type,source
candidate_positioning,42.23286795139986,0.029784264095089063,1417.9590879454822,0.017720642888007794,0.043303586300776055,864,300,JWO,naver_blog_cafe,daily,doc_count_weighted,balanced,candidate+source+window_type,source
candidate_selection,146.46573590279974,0.103293344037886,1417.9590879454822,0.08353512711620377,0.1262416819931484,864,300,JWO,naver_blog_cafe,daily,doc_count_weighted,balanced,candidate+source+window_type,source
community_reaction,51.386294361119894,0.036239617065098,1417.9590879454822,0.02285062201688093,0.049912016579253926,864,300,JWO,naver_blog_cafe,daily,doc_count_weighted,balanced,candidate+source+window_type,source
controversy_attack_defense,155.7725887222398,0.10985689929033336,1417.9590879454822,0.08565091763537558,0.13327470943326813,864,300,JWO,naver_blog_cafe,daily,doc_count_weighted,balanced,candidate+source+window_type,source
debate_broadcast,46.846573590279974,0.03303802908598526,1417.9590879454822,0.021423866560484978,0.04720051206930647,864,300,JWO,naver_blog_cafe,daily,doc_count_weighted,balanced,candidate+source+window_type,source
legal_election_rule,19.693147180559947,0.013888374740835336,1417.9590879454822,0.007787779686834872,0.02376792616340203,864,300,JWO,naver_blog_cafe,daily,doc_count_weighted,balanced,candidate+source+window_type,source
media_column_summary,4.0,0.0028209558611424425,1417.9590879454822,0.0,0.007295327037496707,864,300,JWO,naver_blog_cafe,daily,doc_count_weighted,balanced,candidate+source+window_type,source
media_photo_event,5.846573590279973,0.004123231509275225,1417.9590879454822,0.0,0.009856691199655288,864,300,JWO,naver_blog_cafe,daily,doc_count_weighted,balanced,candidate+source+window_type,source
policy_real_estate_tax,280.1414768809279,0.19756668528908838,1417.9590879454822,0.16786397564843672,0.23192977805431045,864,300,JWO,naver_blog_cafe,daily,doc_count_weighted,balanced,candidate+source+window_type,source
policy_transport_infrastructure,74.41868826402873,0.052482958709236034,1417.9590879454822,0.03699664723689399,0.06887436918631466,864,300,JWO,naver_blog_cafe,daily,doc_count_weighted,balanced,candidate+source+window_type,source
policy_welfare_livelihood,8.0,0.005641911722284885,1417.9590879454822,0.0,0.014646294693310002,864,300,JWO,naver_blog_cafe,daily,doc_count_weighted,balanced,candidate+source+window_type,source
race_polling,170.30311123792683,0.12010438995435575,1417.9590879454822,0.09413143205528371,0.1443994360551506,864,300,JWO,naver_blog_cafe,daily,doc_count_weighted,balanced,candidate+source+window_type,source
regional_visit,16.0,0.01128382344456977,1417.9590879454822,0.0049006450407236,0.019411568326762257,864,300,JWO,naver_blog_cafe,daily,doc_count_weighted,balanced,candidate+source+window_type,source
safety_accident,29.693147180559947,0.02094076439369144,1417.9590879454822,0.012721801224699824,0.03178841364317413,864,300,JWO,naver_blog_cafe,daily,doc_count_weighted,balanced,candidate+source+window_type,source
symbolic_event,5.0,0.003526194826428053,1417.9590879454822,0.0,0.0081093995632994,864,300,JWO,naver_blog_cafe,daily,doc_count_weighted,balanced,candidate+source+window_type,source
administrative_notice,356.0,0.01666744938902326,21358.996910136244,0.004002526303106945,0.03584608794832236,1021,300,JWO,naver_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
administrative_performance,4825.187100026915,0.225908881410861,21358.996910136244,0.1895465233178412,0.26358492991917115,1021,300,JWO,naver_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
campaign_strategy,572.1588830833597,0.02678772254570779,21358.996910136244,0.015013205319474332,0.037999703911164855,1021,300,JWO,naver_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
candidate_positioning,760.7149738751185,0.035615669456560924,21358.996910136244,0.02498154924559988,0.04828978004566592,1021,300,JWO,naver_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
candidate_selection,2308.328679513999,0.10807289730064737,21358.996910136244,0.083344561568423,0.13852528993513272,1021,300,JWO,naver_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
community_reaction,233.7725887222398,0.010944923570418204,21358.996910136244,0.00702470592343326,0.015349124755921961,1021,300,JWO,naver_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
controversy_attack_defense,2691.249237972319,0.12600073164930067,21358.996910136244,0.10147953306923074,0.15177030099930972,1021,300,JWO,naver_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
debate_broadcast,1238.0419310169034,0.05796348659189006,21358.996910136244,0.011921855683416756,0.15731498920239528,1021,300,JWO,naver_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
legal_election_rule,577.1588830833597,0.02702181593600306,21358.996910136244,0.012572605823467496,0.04500052140216456,1021,300,JWO,naver_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
media_column_summary,41.0,0.001919565800421218,21358.996910136244,0.0,0.004446125002402535,1021,300,JWO,naver_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
media_photo_event,79.85203026391962,0.003738566497288297,21358.996910136244,0.0017405460651779352,0.0060458241929539185,1021,300,JWO,naver_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
policy_real_estate_tax,4408.35237335927,0.20639323053917472,21358.996910136244,0.16525150091433385,0.24868343045985922,1021,300,JWO,naver_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
policy_transport_infrastructure,1229.3167782447063,0.0575549864732325,21358.996910136244,0.040284649359287314,0.07620664722130595,1021,300,JWO,naver_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
policy_welfare_livelihood,74.17805383034795,0.003472918421330245,21358.996910136244,0.0010002597795408814,0.006848058297407596,1021,300,JWO,naver_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
race_polling,1613.21420456735,0.0755285564839318,21358.996910136244,0.06041698387259901,0.09629022621280989,1021,300,JWO,naver_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
regional_visit,162.07944154167984,0.007588345193531187,21358.996910136244,0.002587996071701309,0.013606397232996684,1021,300,JWO,naver_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
safety_accident,170.39175103475952,0.007977516535614904,21358.996910136244,0.0026170210582976924,0.014311973585366792,1021,300,JWO,naver_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
symbolic_event,18.0,0.0008427362050629737,21358.996910136244,0.0,0.0025160934316992203,1021,300,JWO,naver_blog_cafe,rolling_14d,doc_count_weighted,balanced,candidate+source+window_type,source
administrative_notice,369.69314718055995,0.028935355460263004,12776.519980487556,0.013635679828583096,0.045674291641000585,999,300,JWO,naver_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
administrative_performance,2016.2821227926556,0.15781152660285777,12776.519980487556,0.1241866321310599,0.19356280886658306,999,300,JWO,naver_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
campaign_strategy,295.0,0.0230892293402685,12776.519980487556,0.013575157614436686,0.03447845993134836,999,300,JWO,naver_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
candidate_positioning,155.2383246250395,0.012150282303954535,12776.519980487556,0.006927538669951623,0.020215603906429257,999,300,JWO,naver_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
candidate_selection,1848.832756910775,0.14470550351225006,12776.519980487556,0.1154964274302891,0.17773139983981387,999,300,JWO,naver_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
community_reaction,231.61916231251976,0.018128501553337773,12776.519980487556,0.012956299066156007,0.023679753874172184,999,300,JWO,naver_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
controversy_attack_defense,1614.468331416556,0.12636213412433042,12776.519980487556,0.09686970360382768,0.15943698123183409,999,300,JWO,naver_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
debate_broadcast,616.932405380956,0.04828641964503183,12776.519980487556,0.029045003896138854,0.07069747949589408,999,300,JWO,naver_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
legal_election_rule,224.484906649788,0.017570113535816,12776.519980487556,0.007101970406140837,0.03289507712477543,999,300,JWO,naver_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
media_column_summary,42.0,0.003287280109461956,12776.519980487556,0.00015151452302376216,0.007878358383058622,999,300,JWO,naver_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
media_photo_event,28.926015131959808,0.0022639979568877867,12776.519980487556,0.0010575149629231304,0.003941387793072439,999,300,JWO,naver_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
policy_real_estate_tax,3067.642753551635,0.24010002396869987,12776.519980487556,0.18858986999680977,0.28770533304283596,999,300,JWO,naver_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
policy_transport_infrastructure,777.7716008002266,0.060875074119404037,12776.519980487556,0.03966626354578091,0.08529542575263237,999,300,JWO,naver_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
policy_welfare_livelihood,75.09861228866811,0.005877861295826997,12776.519980487556,0.00015652434724809097,0.012675294550607993,999,300,JWO,naver_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
race_polling,990.3207699462411,0.0775109945007459,12776.519980487556,0.061355060285729374,0.09526881975147723,999,300,JWO,naver_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
regional_visit,110.51592431941202,0.008649923804619191,12776.519980487556,0.0036944983424639227,0.016145034596683403,999,300,JWO,naver_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
safety_accident,252.69314718055995,0.01977793229819041,12776.519980487556,0.010193432189540537,0.03373101200198161,999,300,JWO,naver_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
symbolic_event,59.0,0.0046178458680537,12776.519980487556,0.0006806217779824239,0.01043655171893582,999,300,JWO,naver_blog_cafe,rolling_7d,doc_count_weighted,balanced,candidate+source+window_type,source
administrative_notice,2.0,0.0017129798009479212,1167.5560907917588,0.0,0.0057554837673325365,194,300,JWO,youtube,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
administrative_performance,177.3862943611199,0.15192956960280024,1167.5560907917588,0.09928351605784698,0.2313478834396225,194,300,JWO,youtube,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
campaign_strategy,32.0,0.02740767681516674,1167.5560907917588,0.006309589094913783,0.05015782730574269,194,300,JWO,youtube,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
candidate_positioning,20.0,0.01712979800947921,1167.5560907917588,0.004723139450101602,0.03376231953902829,194,300,JWO,youtube,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
candidate_selection,133.3862943611199,0.11424401398194599,1167.5560907917588,0.06524476052952602,0.17271828383395335,194,300,JWO,youtube,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
controversy_attack_defense,395.85203026391963,0.33904326600315976,1167.5560907917588,0.2104459373224396,0.4569584648836115,194,300,JWO,youtube,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
debate_broadcast,117.69314718055995,0.10080299191514498,1167.5560907917588,0.04585306336091487,0.16398246142905656,194,300,JWO,youtube,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
legal_election_rule,41.0,0.03511608591943238,1167.5560907917588,0.0,0.08578223666218755,194,300,JWO,youtube,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
media_photo_event,16.0,0.01370383840758337,1167.5560907917588,0.0,0.03587306665655734,194,300,JWO,youtube,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
policy_real_estate_tax,28.693147180559947,0.02457539077296249,1167.5560907917588,0.005739058761317304,0.05015248309452692,194,300,JWO,youtube,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
policy_transport_infrastructure,38.0,0.0325466162180105,1167.5560907917588,0.008284631720773464,0.06388351906880638,194,300,JWO,youtube,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
race_polling,86.46573590279974,0.0740570295377967,1167.5560907917588,0.03821564893543948,0.12078506006629765,194,300,JWO,youtube,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
regional_visit,15.0,0.012847348507109408,1167.5560907917588,0.0030286623921965167,0.02907051528345418,194,300,JWO,youtube,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
safety_accident,50.07944154167984,0.042892535901824895,1167.5560907917588,0.0,0.09715237949482433,194,300,JWO,youtube,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
symbolic_event,14.0,0.011990858606635449,1167.5560907917588,0.0,0.027972375909696794,194,300,JWO,youtube,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
administrative_notice,14.0,0.00940761599623531,1488.155979751134,0.003257568605356674,0.01671898778484023,1007,300,JWO,youtube,daily,doc_count_weighted,balanced,candidate+source+window_type,source
administrative_performance,318.46573590279974,0.2140002393808592,1488.155979751134,0.18640294344790667,0.23779176494921833,1007,300,JWO,youtube,daily,doc_count_weighted,balanced,candidate+source+window_type,source
campaign_strategy,82.69314718055995,0.055567526728205474,1488.155979751134,0.03945045777363284,0.0742380670362169,1007,300,JWO,youtube,daily,doc_count_weighted,balanced,candidate+source+window_type,source
candidate_positioning,44.791759469228055,0.03009883377730245,1488.155979751134,0.01775254843939098,0.04175861962734086,1007,300,JWO,youtube,daily,doc_count_weighted,balanced,candidate+source+window_type,source
candidate_selection,186.07944154167984,0.1250402807727172,1488.155979751134,0.10289932455355974,0.1499165375758567,1007,300,JWO,youtube,daily,doc_count_weighted,balanced,candidate+source+window_type,source
community_reaction,3.0,0.0020159177134789954,1488.155979751134,0.0,0.004052019808838191,1007,300,JWO,youtube,daily,doc_count_weighted,balanced,candidate+source+window_type,source
controversy_attack_defense,290.4958199970673,0.19520522307456456,1488.155979751134,0.16763625871814453,0.2196957318681048,1007,300,JWO,youtube,daily,doc_count_weighted,balanced,candidate+source+window_type,source
debate_broadcast,161.61916231251976,0.10860364404781514,1488.155979751134,0.0847794945842704,0.13184638764305392,1007,300,JWO,youtube,daily,doc_count_weighted,balanced,candidate+source+window_type,source
legal_election_rule,30.693147180559947,0.020624953027902893,1488.155979751134,0.013780354830727605,0.029169327639893477,1007,300,JWO,youtube,daily,doc_count_weighted,balanced,candidate+source+window_type,source
media_column_summary,1.0,0.0006719725711596651,1488.155979751134,0.0,0.002059134674386396,1007,300,JWO,youtube,daily,doc_count_weighted,balanced,candidate+source+window_type,source
media_photo_event,7.0,0.004703807998117655,1488.155979751134,0.0016594126818460792,0.008247984285376911,1007,300,JWO,youtube,daily,doc_count_weighted,balanced,candidate+source+window_type,source
policy_real_estate_tax,80.3862943611199,0.05401738490783942,1488.155979751134,0.039983342902455254,0.06879770746758258,1007,300,JWO,youtube,daily,doc_count_weighted,balanced,candidate+source+window_type,source
policy_transport_infrastructure,53.69314718055995,0.03608032216457519,1488.155979751134,0.02501596274311703,0.049073784563986915,1007,300,JWO,youtube,daily,doc_count_weighted,balanced,candidate+source+window_type,source
policy_welfare_livelihood,5.0,0.0033598628557983254,1488.155979751134,0.00031215176584718725,0.007294212735467391,1007,300,JWO,youtube,daily,doc_count_weighted,balanced,candidate+source+window_type,source
race_polling,112.85203026391962,0.0758334689370344,1488.155979751134,0.060331502516893135,0.09421990052554488,1007,300,JWO,youtube,daily,doc_count_weighted,balanced,candidate+source+window_type,source
regional_visit,28.0,0.01881523199247062,1488.155979751134,0.008798486416303609,0.031399537005670955,1007,300,JWO,youtube,daily,doc_count_weighted,balanced,candidate+source+window_type,source
safety_accident,58.386294361119894,0.03923398834232679,1488.155979751134,0.026283662382628355,0.051154083605646355,1007,300,JWO,youtube,daily,doc_count_weighted,balanced,candidate+source+window_type,source
