issue_type,weight_sum,share,total_weight,ci_low,ci_high,n_issue_rows,n_boot,candidate,source,window_type,weight_metric,filter_mode,grouping,source_scope
legal_election_rule,112.69314718055995,0.041744716277141214,2699.5787067372894,0.012237605370883234,0.08109173424767091,210,300,JWO,bigkinds_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
media_column_summary,26.38629436111989,0.00977422673221866,2699.5787067372894,0.0,0.024001078388344203,210,300,JWO,bigkinds_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
media_photo_event,262.8584205129157,0.09737016366920688,2699.5787067372894,0.053054649194670574,0.14357472592962575,210,300,JWO,bigkinds_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
policy_real_estate_tax,461.04925484125584,0.17078563173232314,2699.5787067372894,0.10143690685626475,0.243361653522358,210,300,JWO,bigkinds_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
policy_transport_infrastructure,426.53972077083995,0.15800232818044257,2699.5787067372894,0.07594659742503326,0.26347362489510834,210,300,JWO,bigkinds_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
policy_welfare_livelihood,24.0,0.008890276079042867,2699.5787067372894,0.0007635382832785511,0.023759914578450773,210,300,JWO,bigkinds_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
race_polling,67.0,0.024818687387328002,2699.5787067372894,0.0026038810081191093,0.05381224415531788,210,300,JWO,bigkinds_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
regional_visit,50.92601513195981,0.01886443058869322,2699.5787067372894,0.0037356708335208816,0.03794173767789536,210,300,JWO,bigkinds_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
safety_accident,140.17166358135185,0.051923532820705685,2699.5787067372894,0.004762130912095491,0.10663955196571054,210,300,JWO,bigkinds_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
symbolic_event,6.0,0.0022225690197607167,2699.5787067372894,0.0,0.005844671687680872,210,300,JWO,bigkinds_article,calendar_week,doc_count_weighted,balanced,candidate+source+window_type,source
administrative_notice,77.3862943611199,0.021034327672950593,3679.04767693792,0.011599946775178631,0.0346918302833815,1135,300,JWO,bigkinds_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source
administrative_performance,616.8551740853394,0.16766707807351638,3679.04767693792,0.14165338376301878,0.20250040479545586,1135,300,JWO,bigkinds_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source
campaign_strategy,223.8584205129157,0.06084683868495925,3679.04767693792,0.040124987769878794,0.08197606515272207,1135,300,JWO,bigkinds_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source
candidate_positioning,78.484906649788,0.021332940897115845,3679.04767693792,0.013228750583007482,0.02882723010624172,1135,300,JWO,bigkinds_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source
candidate_selection,588.3670162834283,0.15992372699370058,3679.04767693792,0.12556094525161127,0.19033969765699937,1135,300,JWO,bigkinds_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source
community_reaction,5.0,0.0013590473511236232,3679.04767693792,0.0,0.0034163721284176524,1135,300,JWO,bigkinds_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source
controversy_attack_defense,291.69314718055995,0.07928495980333063,3679.04767693792,0.06284752120284078,0.09357559897759546,1135,300,JWO,bigkinds_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source
debate_broadcast,113.42370227974,0.03082963642758302,3679.04767693792,0.018057259828174566,0.04584302194537134,1135,300,JWO,bigkinds_article,daily,doc_count_weighted,balanced,candidate+source+window_type,source
