candidate,window_type,filter_mode,weight_metric,distribution_unit,group_scope,source,issue_type,observed
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,administrative_notice,8.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,administrative_performance,28.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,campaign_strategy,18.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,candidate_positioning,1.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,candidate_selection,23.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,community_reaction,0.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,controversy_attack_defense,12.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,debate_broadcast,7.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,legal_election_rule,3.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,media_column_summary,3.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,media_photo_event,1.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,policy_real_estate_tax,31.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,policy_transport_infrastructure,18.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,policy_welfare_livelihood,5.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,race_polling,16.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,regional_visit,8.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,safety_accident,2.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_article,symbolic_event,2.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,administrative_notice,5.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,administrative_performance,26.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,campaign_strategy,9.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,candidate_positioning,3.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,candidate_selection,14.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,community_reaction,10.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,controversy_attack_defense,5.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,debate_broadcast,6.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,legal_election_rule,1.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,media_column_summary,1.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,media_photo_event,0.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,policy_real_estate_tax,47.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,policy_transport_infrastructure,13.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,policy_welfare_livelihood,2.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,race_polling,16.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,regional_visit,5.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,safety_accident,3.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,symbolic_event,1.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,administrative_notice,8.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,administrative_performance,16.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,campaign_strategy,11.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,candidate_positioning,2.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,candidate_selection,30.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,community_reaction,0.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,controversy_attack_defense,11.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,debate_broadcast,27.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,legal_election_rule,5.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,media_column_summary,2.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,media_photo_event,0.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,policy_real_estate_tax,13.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,policy_transport_infrastructure,6.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,policy_welfare_livelihood,2.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,race_polling,18.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,regional_visit,3.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,safety_accident,14.0
OSH,calendar_week,balanced,row_count,stable_issue,candidate_window_type,youtube,symbolic_event,0.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,administrative_notice,36.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,administrative_performance,235.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,campaign_strategy,75.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,candidate_positioning,10.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,candidate_selection,96.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,community_reaction,4.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,controversy_attack_defense,60.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,debate_broadcast,25.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,legal_election_rule,17.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,media_column_summary,6.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,media_photo_event,115.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,policy_real_estate_tax,160.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,policy_transport_infrastructure,101.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,policy_welfare_livelihood,23.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,race_polling,58.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,regional_visit,58.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,safety_accident,50.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,symbolic_event,16.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,administrative_notice,43.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,administrative_performance,252.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,campaign_strategy,105.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,candidate_positioning,8.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,candidate_selection,105.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,community_reaction,3.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,controversy_attack_defense,76.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,debate_broadcast,29.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,legal_election_rule,26.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,media_column_summary,6.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,media_photo_event,54.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,policy_real_estate_tax,156.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,policy_transport_infrastructure,109.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,policy_welfare_livelihood,31.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,race_polling,78.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,regional_visit,57.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,safety_accident,55.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_article,symbolic_event,18.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,administrative_notice,14.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,administrative_performance,60.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,campaign_strategy,22.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,candidate_positioning,2.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,candidate_selection,38.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,community_reaction,47.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,controversy_attack_defense,35.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,debate_broadcast,14.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,legal_election_rule,14.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,media_column_summary,7.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,media_photo_event,5.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,policy_real_estate_tax,37.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,policy_transport_infrastructure,45.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,policy_welfare_livelihood,8.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,race_polling,29.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,regional_visit,8.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,safety_accident,16.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,symbolic_event,6.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,administrative_notice,48.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,administrative_performance,278.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,campaign_strategy,107.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,candidate_positioning,13.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,candidate_selection,104.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,community_reaction,3.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,controversy_attack_defense,102.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,debate_broadcast,36.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,legal_election_rule,28.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,media_column_summary,5.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,media_photo_event,48.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,policy_real_estate_tax,154.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,policy_transport_infrastructure,112.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,policy_welfare_livelihood,32.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,race_polling,87.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,regional_visit,62.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,safety_accident,47.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_article,symbolic_event,24.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,administrative_notice,28.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,administrative_performance,164.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,campaign_strategy,58.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,candidate_positioning,9.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,candidate_selection,97.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,community_reaction,48.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,controversy_attack_defense,41.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,debate_broadcast,26.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,legal_election_rule,14.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,media_column_summary,13.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,media_photo_event,8.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,policy_real_estate_tax,260.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,policy_transport_infrastructure,92.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,policy_welfare_livelihood,9.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,race_polling,61.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,regional_visit,21.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,safety_accident,21.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,symbolic_event,6.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,youtube,administrative_notice,30.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,youtube,administrative_performance,137.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,youtube,campaign_strategy,80.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,youtube,candidate_positioning,10.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,youtube,candidate_selection,123.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,youtube,community_reaction,3.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,youtube,controversy_attack_defense,52.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,youtube,debate_broadcast,134.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,youtube,legal_election_rule,28.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,youtube,media_column_summary,0.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,youtube,media_photo_event,3.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,youtube,policy_real_estate_tax,74.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,youtube,policy_transport_infrastructure,64.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,youtube,policy_welfare_livelihood,8.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,youtube,race_polling,85.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,youtube,regional_visit,12.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,youtube,safety_accident,68.0
OSH,daily,balanced,row_count,stable_issue,candidate_window_type,youtube,symbolic_event,4.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,administrative_notice,58.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,administrative_performance,104.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,campaign_strategy,63.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,candidate_positioning,11.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,candidate_selection,81.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,community_reaction,0.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,controversy_attack_defense,49.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,debate_broadcast,27.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,legal_election_rule,4.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,media_column_summary,19.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,media_photo_event,54.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,policy_real_estate_tax,176.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,policy_transport_infrastructure,87.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,policy_welfare_livelihood,17.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,race_polling,57.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,regional_visit,11.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,safety_accident,24.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,symbolic_event,5.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_article,administrative_notice,33.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_article,administrative_performance,126.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_article,campaign_strategy,109.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_article,candidate_positioning,14.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_article,candidate_selection,150.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_article,community_reaction,0.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_article,controversy_attack_defense,87.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_article,debate_broadcast,34.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_article,legal_election_rule,16.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_article,media_column_summary,17.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_article,media_photo_event,15.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_article,policy_real_estate_tax,146.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_article,policy_transport_infrastructure,100.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_article,policy_welfare_livelihood,22.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_article,race_polling,90.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_article,regional_visit,28.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_article,safety_accident,20.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_article,symbolic_event,12.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,administrative_notice,15.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,administrative_performance,43.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,campaign_strategy,18.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,candidate_positioning,4.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,candidate_selection,20.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,community_reaction,92.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,controversy_attack_defense,37.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,debate_broadcast,1.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,legal_election_rule,7.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,media_column_summary,15.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,media_photo_event,3.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,policy_real_estate_tax,25.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,policy_transport_infrastructure,40.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,policy_welfare_livelihood,7.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,race_polling,26.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,regional_visit,8.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,safety_accident,15.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,daum_blog_cafe,symbolic_event,7.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_article,administrative_notice,58.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_article,administrative_performance,127.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_article,campaign_strategy,107.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_article,candidate_positioning,17.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_article,candidate_selection,130.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_article,community_reaction,1.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_article,controversy_attack_defense,120.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_article,debate_broadcast,40.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_article,legal_election_rule,17.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_article,media_column_summary,9.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_article,media_photo_event,13.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_article,policy_real_estate_tax,107.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_article,policy_transport_infrastructure,93.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_article,policy_welfare_livelihood,17.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_article,race_polling,93.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_article,regional_visit,23.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_article,safety_accident,20.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_article,symbolic_event,16.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,administrative_notice,35.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,administrative_performance,180.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,campaign_strategy,59.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,candidate_positioning,12.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,candidate_selection,88.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,community_reaction,19.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,controversy_attack_defense,50.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,debate_broadcast,27.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,legal_election_rule,10.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,media_column_summary,7.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,media_photo_event,10.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,policy_real_estate_tax,310.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,policy_transport_infrastructure,90.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,policy_welfare_livelihood,6.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,race_polling,87.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,regional_visit,18.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,safety_accident,13.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,naver_blog_cafe,symbolic_event,8.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,youtube,administrative_notice,47.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,youtube,administrative_performance,70.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,youtube,campaign_strategy,54.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,youtube,candidate_positioning,6.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,youtube,candidate_selection,111.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,youtube,community_reaction,0.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,youtube,controversy_attack_defense,68.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,youtube,debate_broadcast,103.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,youtube,legal_election_rule,15.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,youtube,media_column_summary,8.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,youtube,media_photo_event,4.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,youtube,policy_real_estate_tax,71.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,youtube,policy_transport_infrastructure,53.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,youtube,policy_welfare_livelihood,6.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,youtube,race_polling,83.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,youtube,regional_visit,8.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,youtube,safety_accident,52.0
OSH,rolling_14d,balanced,row_count,stable_issue,candidate_window_type,youtube,symbolic_event,0.0
OSH,rolling_7d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,administrative_notice,54.0
OSH,rolling_7d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,administrative_performance,106.0
OSH,rolling_7d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,campaign_strategy,75.0
OSH,rolling_7d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,candidate_positioning,11.0
OSH,rolling_7d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,candidate_selection,65.0
OSH,rolling_7d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,community_reaction,0.0
OSH,rolling_7d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,controversy_attack_defense,63.0
OSH,rolling_7d,balanced,row_count,stable_issue,candidate_window_type,bigkinds_article,debate_broadcast,35.0
